,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,Husavik,66.0449,-17.3389,49.51,70,5,8.19,IS,1650565687
359,Rassvet,46.8333,40.75,49.12,100,93,1.79,RU,1650566058
360,Punta Cardon,11.6581,-70.215,80.19,77,94,8.84,VE,1650566059
361,Fort Nelson,58.8053,-122.7002,36.99,56,100,2.3,CA,1650566059
362,Hofn,64.2539,-15.2082,47.86,78,5,7.23,IS,1650565545
363,Pestretsy,55.7531,49.6545,41.14,80,100,11.41,RU,1650566060
364,Baranoa,10.7941,-74.9164,86.65,58,40,5.75,CO,1650566061
365,Haines Junction,60.7522,-137.5108,33.75,47,99,1.14,CA,1650566061
366,Malatya Province,38.5,38.0,59.05,31,0,8.05,TR,1650566062
367,Luganville,-15.5333,167.1667,79.29,85,53,6.24,VU,1650566062
368,Port Lincoln,-34.7333,135.8667,60.94,70,84,13.8,AU,1650566063
369,Poronaysk,49.2167,143.1167,30.78,97,54,3.38,RU,1650566063
370,Kiryat Gat,31.61,34.7642,66.4,100,1,10.8,IL,1650565563
371,Cape Canaveral,28.4058,-80.6048,81.19,56,20,17.27,US,1650566041
372,Morón,-34.6534,-58.6198,71.35,36,39,4.99,AR,1650566064
373,Bahía Honda,22.9036,-83.1592,84.2,57,87,19.62,CU,1650566064
374,Muroto-misakicho,33.2833,134.15,63.66,88,12,8.32,JP,1650566065
375,Springbok,-29.6643,17.8865,66.18,46,0,1.9,ZA,1650566065
376,Ovalle,-30.5983,-71.2003,78.84,29,6,4.85,CL,1650566066
377,Poyarkovo,49.6,128.6833,35.06,57,100,7.85,RU,1650566066
378,Buraidah,26.326,43.975,82.85,18,67,15.88,SA,1650566067
379,Makat,47.6469,53.3463,62.44,61,1,9.55,KZ,1650566067
380,Alcains,39.9164,-7.4566,53.53,66,100,10.49,PT,1650565818
381,Manaure,11.7751,-72.4445,83.34,68,94,11.03,CO,1650566068
382,Ponta Delgada,37.7333,-25.6667,59.72,63,20,12.66,PT,1650565963
383,Sambava,-14.2667,50.1667,73.72,92,100,6.24,MG,1650565518
384,Danville,36.586,-79.395,72.43,50,0,13.8,US,1650565965
385,Dalaba,10.7,-12.25,83.26,20,99,1.57,GN,1650566069
386,Koulikoro,14.0,-7.75,92.88,9,94,8.9,ML,1650566070
387,Opunake,-39.4556,173.8583,61.84,88,42,15.79,NZ,1650566070
388,Zhuhai,22.2769,113.5678,76.86,94,40,5.75,CN,1650566070
389,Daru,-9.0763,143.2092,76.98,91,100,7.61,PG,1650566071
390,Nelson Bay,-32.7167,152.15,69.01,93,98,15.73,AU,1650566071
391,Sayyan,15.1718,44.3244,64.0,19,14,8.48,YE,1650566072
392,Abhā,18.2164,42.5053,68.25,32,20,6.91,SA,1650565558
393,Sishui,35.6489,117.2758,63.54,78,17,5.12,CN,1650566072
394,Puerto Lempira,15.2667,-83.7667,80.74,78,40,5.75,HN,1650566073
395,Kodino,63.7198,39.6447,28.99,94,56,3.85,RU,1650566073
396,Kloulklubed,7.0419,134.2556,77.5,81,100,19.1,PW,1650565549
397,Galle,6.0367,80.217,80.69,83,39,5.28,LK,1650566074
398,Beringovskiy,63.05,179.3167,23.13,94,100,3.67,RU,1650566074
399,Saint Anthony,45.0205,-93.218,54.79,55,40,16.11,US,1650566075
400,Boa Vista,2.8197,-60.6733,78.78,78,75,5.75,BR,1650566075
401,Aginskoye,51.1,114.53,34.57,53,100,10.27,RU,1650565676
402,Ballina,-28.8667,153.5667,61.02,96,100,4.61,AU,1650566076
403,Douglas,41.3,-96.167,63.52,64,75,5.75,US,1650566076
404,Akureyri,65.6835,-18.0878,55.33,54,0,6.91,IS,1650566076
405,Esperance,-33.8667,121.9,53.44,74,59,7.29,AU,1650565672
406,Rocha,-34.4833,-54.3333,75.02,51,44,8.95,UY,1650565591
407,Itaituba,-4.2761,-55.9836,80.76,89,75,5.75,BR,1650566078
408,Kirakira,-10.4544,161.9205,80.13,84,95,5.35,SB,1650565552
409,Vostok,46.4856,135.8833,40.82,78,98,5.44,RU,1650566079
410,Skibbereen,51.55,-9.2667,53.11,87,100,15.82,IE,1650566079
411,Aksu,41.1231,80.2644,65.32,26,100,5.41,CN,1650566080
412,Rosarito,32.3333,-117.0333,72.63,54,0,12.68,MX,1650566080
413,Pimenteiras,-6.2453,-41.4192,85.42,56,100,5.35,BR,1650566081
414,Faya,18.3851,42.4509,68.52,50,28,4.52,SA,1650565636
415,Puerto Asís,0.5133,-76.5007,81.61,69,64,3.76,CO,1650565852
416,Derzhavīnsk,51.1,66.3167,47.17,63,100,14.65,KZ,1650566082
417,Gibsons,49.3997,-123.5027,47.08,93,100,7.02,CA,1650565885
418,Mayo,38.8876,-76.5119,67.12,56,0,14.0,US,1650566082
419,Kouroussa,10.65,-9.8833,93.09,11,100,3.67,GN,1650566083
420,Ankazobe,-18.3167,47.1167,64.98,92,99,9.1,MG,1650566083
421,Nouakchott,18.0858,-15.9785,75.13,56,93,19.22,MR,1650566084
422,Puro,12.4841,123.3827,79.77,87,28,8.9,PH,1650566084
423,Semey,50.4111,80.2275,49.08,78,100,13.98,KZ,1650566085
424,Saint-Leu,-21.15,55.2833,77.86,82,85,4.12,RE,1650566086
425,La Palma,33.8464,-118.0467,72.91,58,20,10.36,US,1650566086
426,Inhambane,-23.865,35.3833,71.58,94,20,0.0,MZ,1650565643
427,Vestmannaeyjar,63.4427,-20.2734,47.39,93,75,14.97,IS,1650565572
428,Cabo San Lucas,22.8909,-109.9124,82.62,68,0,8.05,MX,1650566087
429,Sur,22.5667,59.5289,85.53,55,11,5.84,OM,1650565552
430,Sobolevo,54.4299,31.8996,39.33,87,0,7.36,RU,1650566088
431,General Pico,-35.6566,-63.7568,72.16,23,100,9.73,AR,1650566088
432,Otavi,-19.65,17.3333,62.13,46,0,8.61,NA,1650566089
433,San Borja,-14.8167,-66.85,88.48,54,100,6.4,BO,1650566090
434,Egvekinot,66.3167,-179.1667,14.81,88,99,4.03,RU,1650565628
435,Yaan,7.3833,8.5667,89.28,49,80,8.5,NG,1650565951
436,Yumen,40.2833,97.2,52.16,15,96,6.67,CN,1650565680
437,Pasłęk,54.0616,19.6593,52.56,74,100,10.38,PL,1650566091
438,Northam,51.0333,-4.2167,59.67,81,65,10.02,GB,1650565543
439,Danané,7.2596,-8.155,77.47,72,100,2.8,CI,1650566092
440,Norton,-17.8833,30.7,57.42,97,39,6.42,ZW,1650566092
441,San Cristobal,7.7669,-72.225,77.18,50,69,2.42,VE,1650566093
442,Korla,41.7597,86.1469,66.9,31,96,10.74,CN,1650565499
443,Mkushi,-13.6202,29.3939,60.78,98,37,4.74,ZM,1650566093
444,La Estancia,20.4167,-100.0667,78.22,15,8,8.37,MX,1650566094
445,Mingora,34.7758,72.3625,61.97,57,20,2.86,PK,1650565924
446,Williamsport,41.2412,-77.0011,55.4,75,100,6.91,US,1650566094
447,Phatthalung,7.5,100.0833,80.08,85,100,4.94,TH,1650566095
448,Tessalit,20.1986,1.0114,94.6,9,0,15.88,ML,1650565618
449,Vardø,70.3705,31.1107,37.38,87,75,9.22,NO,1650565555
450,Rome,43.2128,-75.4557,55.96,58,100,13.0,US,1650565651
451,Neiafu,-18.65,-173.9833,80.76,71,100,2.75,TO,1650566096
452,Abrau-Dyurso,44.69,37.59,45.86,91,98,9.84,RU,1650566097
453,Warmbad,-28.45,18.7333,77.4,26,0,7.52,NA,1650566097
454,Beyşehir,37.6773,31.7246,54.68,43,100,4.12,TR,1650566098
455,Kemijärvi,66.7131,27.4306,45.55,90,100,4.76,FI,1650566098
456,Mattawa,46.7379,-119.9028,56.88,55,46,7.78,US,1650566099
457,Salé,34.0389,-6.8166,61.75,59,0,8.05,MA,1650566099
458,Yabēlo,4.8833,38.0833,61.54,80,84,6.4,ET,1650566100
459,Isoka,-10.1606,32.6335,62.13,96,89,2.57,ZM,1650565677
460,Bakchar,57.0186,82.0711,35.67,97,100,5.5,RU,1650566101
461,Bengkulu,-3.8004,102.2655,77.18,88,100,6.33,ID,1650565540
462,Ahipara,-35.1667,173.1667,65.17,93,48,5.19,NZ,1650565550
463,Panama City,8.9936,-79.5197,92.37,63,20,13.8,PA,1650565977
464,Atikokan,48.7555,-91.6216,35.56,99,100,10.92,CA,1650566103
465,Lusambo,-4.9667,23.45,70.16,91,81,1.86,CD,1650566104
466,Pemangkat,1.1667,108.9667,78.28,88,99,4.34,ID,1650566104
467,Guerrero Negro,27.9769,-114.0611,67.5,56,6,19.3,MX,1650565820
468,Ţahţā,26.7693,31.5021,75.2,18,6,10.18,EG,1650566105
469,Ngunguru,-35.6167,174.5,65.88,95,99,14.67,NZ,1650565685
470,Ostrovnoy,68.0531,39.5131,34.75,97,100,11.92,RU,1650565596
471,Talnakh,69.4865,88.3972,10.71,80,99,1.41,RU,1650565607
472,Stykkisholmur,65.0757,-22.7297,47.97,83,100,5.12,IS,1650566107
473,Lewiston,44.1003,-70.2148,52.72,61,0,18.41,US,1650565516
474,Kalmunai,7.4167,81.8167,80.29,83,45,8.05,LK,1650566108
475,Ossora,59.2353,163.0719,24.8,96,100,5.23,RU,1650565993
476,Lompoc,34.6391,-120.4579,65.7,83,100,8.05,US,1650566109
477,Coffs Harbour,-30.3,153.1333,62.56,88,100,11.5,AU,1650566110
478,Karratha,-20.7377,116.8463,82.38,47,36,4.72,AU,1650566111
479,Tolmin,46.183,13.7332,57.97,58,100,10.0,SI,1650566112
480,Bua Yai,15.5855,102.4259,84.11,61,35,5.73,TH,1650566112
481,Dingle,10.9995,122.6711,77.25,90,3,7.25,PH,1650566113
482,Valparaíso,-33.0393,-71.6273,73.63,58,0,9.22,CL,1650565555
483,Voyvozh,62.892,54.9635,19.51,90,100,3.96,RU,1650566114
484,Vaitape,-16.5167,-151.75,79.07,78,56,8.95,PF,1650566114
485,Jiayuguan City,39.8167,98.3,50.59,20,100,9.53,CN,1650566115
486,São João da Barra,-21.6403,-41.0511,86.09,72,15,10.31,BR,1650566115
487,Rio Grande,-32.035,-52.0986,82.51,53,8,4.29,BR,1650566116
488,Hualmay,-11.0964,-77.6139,72.54,73,98,11.34,PE,1650565522
489,Mogadishu,2.0371,45.3438,82.8,76,100,16.51,SO,1650566117
490,Antofagasta,-23.65,-70.4,65.48,78,58,10.42,CL,1650565920
491,Bam,29.106,58.357,79.48,11,87,4.21,IR,1650565972
492,General Roca,-39.0333,-67.5833,67.62,26,98,31.59,AR,1650566118
493,Were Īlu,10.6,39.4333,56.88,56,64,7.18,ET,1650566118
494,Moju,-1.8839,-48.7689,82.31,89,100,1.52,BR,1650566119
495,San Rafael,-34.6177,-68.3301,71.28,26,100,7.87,AR,1650566120
496,Napier City,-39.4833,176.9167,65.28,80,5,7.0,NZ,1650566120
497,High Level,58.5169,-117.136,35.71,48,40,9.22,CA,1650566121
498,Manbij,36.5281,37.9549,57.16,46,0,10.04,SY,1650566121
499,Warwick,41.7001,-71.4162,61.2,51,0,26.46,US,1650565907
500,Tocopilla,-22.092,-70.1979,69.49,73,26,9.26,CL,1650565978
501,Portland,45.5234,-122.6762,57.0,69,100,12.66,US,1650565832
502,Labuhan,-6.8844,112.2051,77.88,87,99,5.35,ID,1650565601
503,Inuvik,68.3499,-133.7218,7.66,81,20,4.61,CA,1650566123
504,Yerbogachën,61.2767,108.0108,13.33,96,77,0.92,RU,1650566123
505,Griffith,41.5284,-87.4237,64.06,63,0,18.41,US,1650566124
506,Sokolovskoye,45.2583,40.6797,45.99,93,2,3.04,RU,1650566124
507,Nara,34.6851,135.8049,61.5,90,99,2.48,JP,1650565585
508,Teya,60.3778,92.6267,29.91,99,100,2.82,RU,1650566125
509,Broome,42.2506,-75.833,54.7,72,100,11.99,US,1650566125
510,Rajanpur,29.1035,70.325,86.05,7,4,5.17,PK,1650566126
511,Yongchang,30.0381,119.7317,62.58,85,100,4.05,CN,1650566126
512,Mount Gambier,-37.8333,140.7667,51.71,71,100,6.91,AU,1650566127
513,Sena Madureira,-9.0656,-68.6569,82.44,83,95,2.95,BR,1650566127
514,Mandello del Lario,45.9192,9.3193,54.52,59,96,2.55,IT,1650566128
515,Malindi,-3.2175,40.1191,80.71,75,75,9.75,KE,1650566129
516,Puerto Escondido,15.85,-97.0667,88.05,54,0,10.4,MX,1650566129
517,Oktyabr'skoye,43.0645,44.7417,50.14,87,75,6.71,RU,1650566130
518,Yelan’-Kolenovskiy,51.1632,41.151,50.16,56,95,3.71,RU,1650566130
519,Tiznit Province,29.5833,-9.5,57.06,64,0,9.48,MA,1650565639
520,Los Llanos de Aridane,28.6585,-17.9182,62.35,83,75,4.61,ES,1650566131
521,Inírida,3.8653,-67.9239,77.18,95,100,2.64,CO,1650566132
522,Yangi Marg`ilon,40.4272,71.7189,63.32,72,75,4.61,UZ,1650566132
523,Cayenne,4.9333,-52.3333,73.44,94,75,2.3,GF,1650565668
524,Yazd,31.8972,54.3675,78.91,21,75,21.85,IR,1650566133
525,Ambunti,-4.2365,142.8448,72.91,99,91,0.25,PG,1650566133
526,Oranjestad,12.524,-70.027,80.55,83,20,18.41,AW,1650566134
527,Kumo,10.0447,11.2122,92.59,35,75,8.37,NG,1650566135
528,Pereslavl'-Zalesskiy,56.7393,38.8563,44.11,87,100,2.98,RU,1650565942
529,Aykhal,66.0,111.5,4.69,99,99,4.23,RU,1650566000
530,Lakki,32.6079,70.9114,74.95,43,0,5.88,PK,1650566136
531,Eureka,40.8021,-124.1637,60.21,63,100,8.01,US,1650565976
532,Brae,60.3964,-1.353,48.81,83,24,14.7,GB,1650565651
533,Xuanwu,32.069,118.8138,60.75,76,88,4.45,CN,1650566137
534,Nagua,19.3832,-69.8474,82.71,74,40,4.61,DO,1650565919
535,Amapá,1.0,-52.0,77.47,96,99,1.54,BR,1650566138
536,Buala,-8.145,159.5921,80.22,81,100,4.38,SB,1650566139
537,Skellefteå,64.7507,20.9528,53.96,50,0,2.3,SE,1650566139
538,Hostinné,50.5407,15.7233,46.35,91,100,8.14,CZ,1650566139
539,Okato,-39.2,173.8833,60.91,91,72,10.89,NZ,1650566140
540,Puerto Cabezas,14.0351,-83.3888,87.76,79,75,9.22,NI,1650566141
541,Auch,43.65,0.5833,56.25,91,100,4.0,FR,1650566141
542,Wanaka,-44.7,169.15,46.11,77,83,1.01,NZ,1650566087
543,Mahon,39.8885,4.2658,54.16,100,75,12.66,ES,1650566142
544,Karaton,-6.3424,106.1045,73.54,94,100,2.73,ID,1650566142
545,Tynda,55.1667,124.7167,9.77,96,26,1.99,RU,1650565929
546,Macapá,0.0389,-51.0664,87.78,62,40,4.61,BR,1650566143
